"Subj","#","Title","Comp Numb","Sec","Lec Lab","Start Time","End Time","Days","Credits","Bldg","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"CDAE","2994","Teaching Assistantship","93544","I","IND","TBA","TBA","","3","","","A. Golan","5","0","",""
"CDAE","2994","Teaching Assistantship","93545","J","IND","TBA","TBA","","3","","","K. Hamshaw","10","0","",""
"CDAE","2994","Teaching Assistantship","93546","L","IND","TBA","TBA","","3","","","M. Jewell","5","0","",""
"CDAE","2994","Teaching Assistantship","93547","O","IND","TBA","TBA","","3","","","S. Kostell","5","0","",""
"CDAE","2994","Teaching Assistantship","93548","K","IND","TBA","TBA","","3","","","S. Heiss","5","0","",""
"CDAE","2994","Teaching Assistantship","93549","P","IND","TBA","TBA","","3","","","K. Mays","5","0","",""
"CDAE","2994","Teaching Assistantship","93550","Q","IND","TBA","TBA","","3","","","J. McGuffey","5","0","",""
"CDAE","2994","Teaching Assistantship","93551","R","IND","TBA","TBA","","3","","","H. Morley","5","0","",""
"CDAE","2994","Teaching Assistantship","93552","T","IND","TBA","TBA","","3","","","T. Reynolds","10","0","",""
"CDAE","2994","Teaching Assistantship","93553","U","IND","TBA","TBA","","3","","","T. Shrum","5","0","",""
"CDAE","2994","Teaching Assistantship","93679","V","IND","TBA","TBA","","3","","","D. Tobin","20","0","",""
"CDAE","2994","Teaching Assistantship","93881","X","IND","TBA","TBA","","3","","","Q. Wang","5","0","",""
"CDAE","2994","Teaching Assistantship","93882","Y","IND","TBA","TBA","","3","","","S. Williamson","5","0","",""
"CDAE","2994","Teaching Assistantship","94212","Z1","IND","TBA","TBA","","3","","","R. Kriger","5","0","",""
"CDAE","2994","Teaching Assistantship","94237","Z2","IND","TBA","TBA","","3","","","K. McDowell","5","0","",""
"CDAE","2994","Teaching Assistantship","94517","W","IND","TBA","TBA","","3","","","A. VanLeuven","5","0","",""
"CDAE","2994","Teaching Assistantship","94518","S","IND","TBA","TBA","","3","","",".. Staff","5","0","",""
"CDAE","2994","Teaching Assistantship","94519","M","IND","TBA","TBA","","3","","","J. Konefal","5","0","",""
"CDAE","2994","Teaching Assistantship","95029","Z3","IND","TBA","TBA","","3","","","J. Hendley","5","0","",""
"CDAE","2994","Teaching Assistantship","96273","Z4","IND","TBA","TBA","","3","","","D. Farkas","10","0","",""
"CDAE","3180","Community Org & Development","95604","A","LEC","16:05","19:05","W","3","","","K. Stapleton","25","11","",""
"CDAE","3310","Applied Computer Graphics","92869","A","LEC","15:30","16:45","M W","3","","","S. Williamson","25","8","","CDAE 2160 , CDAE 2600 , or Instructor permission"
"CDAE","3500","Applied Research Methods","90475","A","LEC","10:05","11:20","T R","4","","",".. Staff","55","23","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3500","Applied Research Methods","90476","OL1","X","TBA","TBA","","4","","",".. Staff","18","13","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3500","Applied Research Methods","90477","OL2","X","TBA","TBA","","4","","",".. Staff","18","10","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3500","Applied Research Methods","92379","OL3","X","TBA","TBA","","4","","",".. Staff","19","0","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3540","Microeconomics for Appl Econ","90111","A","LEC","16:25","17:40","T R","3","","","Q. Wang","55","18","","CDAE 2020 or equivalent"
"CDAE","3590","SL:Consumer Law in Action II","92440","A","SEM","TBA","TBA","","3","","","C. Baldwin","5","0","SL","CDAE 2590 and Instructor permission"
"CDAE","3860","SL:Adv Sust DevSm IslandStates","92852","A","LEC","16:35","19:35","T","4","","","DeSisto/Stapleton","18","0","SL","CDAE 2860 and Instructor permission required"
"CDAE","3991","Internship","92088","A","IND","TBA","TBA","","1 to 18","","","Daigle/DeSisto","50","1","",""
"CDAE","3993","Independent Study","90112","A","TD","TBA","TBA","","1 to 18","","","A. Aiyar","5","0","","Department permission"
"CDAE","3993","Independent Study","93554","B","TD","TBA","TBA","","1 to 18","","","J. Ament","5","0","","Department permission"
"CDAE","3993","Independent Study","93555","D","TD","TBA","TBA","","1 to 18","","","D. Conner","5","0","","Department permission"
"CDAE","3993","Independent Study","93556","E","TD","TBA","TBA","","1 to 18","","","B. Dangl","5","0","","Department permission"
"CDAE","3993","Independent Study","93557","F","TD","TBA","TBA","","1 to 18","","","T. DeSisto","5","0","","Department permission"
"CDAE","3993","Independent Study","93558","G","TD","TBA","TBA","","1 to 18","","","J. Farley","5","0","","Department permission"
"CDAE","3993","Independent Study","93559","H","TD","TBA","TBA","","1 to 18","","","A. Golan","5","0","","Department permission"
"CDAE","3993","Independent Study","93560","I","TD","TBA","TBA","","1 to 18","","","K. Hamshaw","5","0","","Department permission"
"CDAE","3993","Independent Study","93561","J","TD","TBA","TBA","","1 to 18","","","S. Heiss","5","0","","Department permission"
"CDAE","3993","Independent Study","93562","K","TD","TBA","TBA","","1 to 18","","","M. Jewell","5","0","","Department permission"
"CDAE","3993","Independent Study","93563","M","TD","TBA","TBA","","1 to 18","","","S. Kostell","5","0","","Department permission"
"CDAE","3993","Independent Study","93564","N","TD","TBA","TBA","","1 to 18","","","K. Mays","5","0","","Department permission"
"CDAE","3993","Independent Study","93565","O","TD","TBA","TBA","","1 to 18","","","J. McGuffey","5","0","","Department permission"
"CDAE","3993","Independent Study","93566","Q","TD","TBA","TBA","","1 to 18","","","T. Reynolds","5","0","","Department permission"
"CDAE","3993","Independent Study","93567","R","TD","TBA","TBA","","1 to 18","","","T. Shrum","5","0","","Department permission"
"CDAE","3993","Independent Study","93568","S","TD","TBA","TBA","","1 to 18","","","D. Tobin","5","0","","Department permission"
"CDAE","3993","Independent Study","93628","U","TD","TBA","TBA","","1 to 18","","","Q. Wang","5","0","","Department permission"
"CDAE","3993","Independent Study","93887","V","TD","TBA","TBA","","1 to 18","","","S. Williamson","5","0","","Department permission"
"CDAE","3993","Independent Study","93889","W","TD","TBA","TBA","","1 to 18","","","K. Daigle","5","0","","Department permission"
"CDAE","3993","Independent Study","94520","T","TD","TBA","TBA","","1 to 18","","","A. VanLeuven","5","0","","Department permission"
"CDAE","3993","Independent Study","94521","P","TD","TBA","TBA","","1 to 18","","",".. Staff","5","0","","Department permission"
"CDAE","3993","Independent Study","94522","L","TD","TBA","TBA","","1 to 18","","","J. Konefal","5","0","","Department permission"
"CDAE","3993","Independent Study","94524","C","TD","TBA","TBA","","1 to 18","","","C. Barsky","5","0","","Department permission"
"CDAE","3993","Independent Study","95260","X","TD","TBA","TBA","","1 to 18","","","K. Balogh","5","0","","Department permission"
"CDAE","3994","Teaching Assistantship","94123","A","IND","TBA","TBA","","1 to 3","","","D. Conner","5","0","",""
"CDAE","3995","Undergraduate Research","90126","A","TD","TBA","TBA","","1 to 18","","","A. Aiyar","5","1","","Senior standing"
"CDAE","3995","Undergraduate Research","93569","B","TD","TBA","TBA","","1 to 18","","","J. Ament","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93570","C","TD","TBA","TBA","","1 to 18","","","D. Conner","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93571","D","TD","TBA","TBA","","1 to 18","","","B. Dangl","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93572","E","TD","TBA","TBA","","1 to 18","","","T. DeSisto","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93573","F","TD","TBA","TBA","","1 to 18","","","J. Farley","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93574","G","TD","TBA","TBA","","1 to 18","","","A. Golan","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93575","H","TD","TBA","TBA","","1 to 18","","","K. Hamshaw","5","1","","Senior standing"
"CDAE","3995","Undergraduate Research","93576","I","TD","TBA","TBA","","1 to 18","","","S. Heiss","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93577","J","TD","TBA","TBA","","1 to 18","","","M. Jewell","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93578","K","TD","TBA","TBA","","1 to 18","","","S. Kostell","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93579","L","TD","TBA","TBA","","1 to 18","","","K. Mays","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93580","M","TD","TBA","TBA","","1 to 18","","","J. McGuffey","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93581","N","TD","TBA","TBA","","1 to 18","","","T. Reynolds","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93582","O","TD","TBA","TBA","","1 to 18","","","T. Shrum","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93583","P","TD","TBA","TBA","","1 to 18","","","D. Tobin","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93898","Q","TD","TBA","TBA","","1 to 18","","","Q. Wang","5","0","","Senior standing"
"CDAE","3995","Undergraduate Research","93903","R","TD","TBA","TBA","","1 to 18","","","S. Williamson","5","0","","Senior standing"
"CDAE","4240","SL:PCOM Capstone","92080","A","LEC","12:00","15:00","M","3","","","B. Dangl","48","42","SL","Senior standing; CDAE 1240 , CDAE 1150 , and CDAE 2210 or CDAE 2200"
"CDAE","6391","Master's Thesis Research","90934","E","TD","TBA","TBA","","1 to 18","","","S. Heiss","2","0","",""
"CDAE","6391","Master's Thesis Research","91581","H","TD","TBA","TBA","","1 to 18","","","Q. Wang","2","0","",""
"CDAE","6391","Master's Thesis Research","91850","J","TD","TBA","TBA","","1 to 18","","","D. Conner","2","0","",""
"CDAE","6391","Master's Thesis Research","92022","K","TD","TBA","TBA","","1 to 18","","","J. Farley","2","0","",""
"CDAE","6391","Master's Thesis Research","92387","M","TD","TBA","TBA","","1 to 18","","","D. Tobin","2","0","",""
"CDAE","6391","Master's Thesis Research","92444","N","TD","TBA","TBA","","1 to 18","","","T. Shrum","2","0","",""
"CDAE","6391","Master's Thesis Research","92450","O","TD","TBA","TBA","","1 to 18","","","T. Reynolds","3","0","",""
"CDAE","6391","Master's Thesis Research","92697","P","TD","TBA","TBA","","1 to 18","","","A. Zia","3","0","",""
"CDAE","6391","Master's Thesis Research","93923","A","TD","TBA","TBA","","1 to 18","","","A. Aiyar","2","0","",""
"CDAE","6391","Master's Thesis Research","93924","B","TD","TBA","TBA","","1 to 18","","","J. Ament","2","0","",""
"CDAE","6391","Master's Thesis Research","93925","C","TD","TBA","TBA","","1 to 18","","","K. Mays","2","0","",""
"CDAE","6391","Master's Thesis Research","94262","Q","TD","TBA","TBA","","1 to 18","","","D. Baker","3","0","",""
"CDAE","6510","Research & Evaluation Methods","92540","A","LEC","15:30","16:45","M W","3","","","K. Mays","25","3","","Three hours of Statistics"
"CDAE","6510","Research & Evaluation Methods","92541","L01","LAB","17:05","17:55","W","3","","","K. Mays","25","3","","Three hours of Statistics"
"CDAE","6993","Independent Study","93585","OL1","X","TBA","TBA","","1 to 18","","","E. McMahon","5","0","",""
"CDAE","6993","Independent Study L4E","93640","OL2","X","TBA","TBA","","1 to 18","","","J. Farley","15","0","",""
"CDAE","6993","Independent Study","93671","OL3","X","TBA","TBA","","1 to 18","","","T. DeSisto","1","0","",""
"CDAE","6993","Independent Study","93696","OL4","X","TBA","TBA","","1 to 18","","","D. Tobin","1","0","",""
"CDAE","6993","Independent Study","93717","OL5","X","TBA","TBA","","1 to 18","","","J. Ament","5","1","",""
"CDAE","6993","Independent Study","94230","OL6","X","TBA","TBA","","1 to 18","","","A. Zia","5","0","",""
"CDAE","6993","Independent Study","95278","OL7","X","TBA","TBA","","1 to 18","","","D. Conner","10","0","",""
"CDAE","7000","Sustainable Dev PEG Doc Sem","95606","A","LEC","13:10","14:00","W","1","","",".. Staff","15","0","","Sustainable Development Policy, Economics, &amp; Governance Doctoral student"
"CDAE","7491","Doctoral Dissertation Research","92746","A","TD","TBA","TBA","","1 to 18","","",".. Staff","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92986","B","TD","TBA","TBA","","1 to 18","","","A. Zia","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92987","C","TD","TBA","TBA","","1 to 18","","","J. Farley","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92988","D","TD","TBA","TBA","","1 to 18","","","T. Reynolds","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92989","E","TD","TBA","TBA","","1 to 18","","","D. Tobin","3","1","",""
"CDAE","7491","Doctoral Dissertation Research","92990","F","TD","TBA","TBA","","1 to 18","","","T. Shrum","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92991","G","TD","TBA","TBA","","1 to 18","","","Q. Wang","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92992","I","TD","TBA","TBA","","1 to 18","","","D. Conner","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","92993","J","TD","TBA","TBA","","1 to 18","","","J. Kolodinsky","3","0","",""
"CDAE","7491","Doctoral Dissertation Research","94116","L","TD","TBA","TBA","","1 to 18","","","A. Aiyar","5","0","",""
"CDAE","7491","Doctoral Dissertation Research","94269","M","TD","TBA","TBA","","1 to 18","","","J. Ament","5","0","",""
"CDAE","7491","Doctoral Dissertation Research","95136","N","TD","TBA","TBA","","1 to 18","","","G. Rowangould","5","0","",""
"CDAE","7491","Doctoral Dissertation Research","95138","K","TD","TBA","TBA","","1 to 18","","","S. Heiss","5","0","",""
"CDAE","7491","Doctoral Dissertation Research","95223","O","TD","TBA","TBA","","1 to 18","","","J. Konefal","3","0","",""
"CDAE","7710","Sustain Dev Policy & Gov","95611","A","LEC","12:00","15:00","W","3","","","A. Zia","15","5","",""
"CDAE","7990","Applied Data Science & Viz","95560","A","LEC","16:35","19:35","R","1 to 18","","","A. VanLeuven","15","1","",""
"CDAE","7990","From Big Bang to the Ecozoic","96165","B","1","09:00","12:00","F","1 to 18","","","Farley/Burke","20","6","",""
"CDAE","7991","SDPEG Internship","93646","A","IND","TBA","TBA","","1 to 18","","","D. Tobin","10","0","",""
"CEE","1100","Statics","90257","B","LEC","14:20","15:10","M W F","3","","","B. Mathon","60","11","","MATH 1248 or MATH 1242 ; PHYS 1500"
"CEE","1100","Statics","90715","A","LEC","12:00","12:50","M W F","3","","","B. Mathon","60","8","","MATH 1248 or MATH 1242 ; PHYS 1500"
"CEE","1100","Statics","91609","R01","R","17:05","19:00","W","3","","","B. Mathon","200","39","","MATH 1248 or MATH 1242 ; PHYS 1500"
"CEE","1100","Statics","94496","C","LEC","10:50","11:40","M W F","3","","","B. Mathon","60","20","","MATH 1248 or MATH 1242 ; PHYS 1500"
"CEE","1100","Statics","96042","OL1","X","TBA","TBA","","3","","","P. Wijesinghe","60","1","","MATH 1248 or MATH 1242 ; PHYS 1500"
"CEE","1150","Applied Mechanics","93214","A","LEC","16:25","17:40","T R","3","","","L. Svolos","50","8","","MATH 1248 or MATH 1242 ; PHYS 1500"
"CEE","1900","Career Preparation","93844","A","LEC","17:15","18:30","M","1","","","J. Duprey","85","48","","Civil Engineering or Environmental Engineering major; minimum Sophomore standing; or Instructor permission"
"CEE","1994","Teaching Assistantship","96312","A","IND","TBA","TBA","","1","","","D. Rizzo","1","0","",""
"CEE","2000","Geomatics","90261","A","LEC","14:20","15:10","M W F","4","","","L. Garcia","55","10","","MATH 1034 , MATH 1212 , or MATH 1234 ; Sophomore standing"
"CEE","2000","Geomatics","90263","L01","LAB","08:30","11:40","F","4","","","L. Garcia","32","0","","MATH 1034 , MATH 1212 , or MATH 1234 ; Sophomore standing"
"CEE","2000","Geomatics","90264","L02","LAB","08:30","11:40","W","4","","","L. Garcia","32","9","","MATH 1034 , MATH 1212 , or MATH 1234 ; Sophomore standing"
"CEE","2000","Geomatics","90265","L03","LAB","08:30","11:40","M","4","","","L. Garcia","30","5","","MATH 1034 , MATH 1212 , or MATH 1234 ; Sophomore standing"
"CEE","2000","Geomatics","92514","B","LEC","15:30","16:20","M W F","4","","","L. Garcia","55","4","","MATH 1034 , MATH 1212 , or MATH 1234 ; Sophomore standing"
"CEE","2100","Mechanics of Materials","91610","A","LEC","13:15","14:30","T R","3","","","L. Svolos","55","15","","CEE 1100 with a grade of C- or better or CEE 1150 with a grade C- or better"
"CEE","2120","Environmental Systems","91611","A","LEC","13:10","14:00","M W F","3","","","B. Mathon","75","19","SU","CHEM 1400 ; MATH 1212 or MATH 1234"
"CEE","2130","System Focused Design Engr","92691","A","LEC","12:00","12:50","M W F","3","","","D. Rowangould","65","30","SU","STAT 1410 or STAT 2430 or STAT 2510"
"CEE","2996","College Honors","93514","A","H","TBA","TBA","","1 to 6","","","A. Badireddy","5","0","",""
"CEE","2996","College Honors","93846","B","H","TBA","TBA","","1 to 6","","","A. Bomblies","5","0","",""
"CEE","2996","College Honors","93847","C","H","TBA","TBA","","1 to 6","","","M. Dewoolkar","5","0","",""
"CEE","2996","College Honors","93848","D","H","TBA","TBA","","1 to 6","","","E. Doran","5","0","",""
"CEE","2996","College Honors","93849","E","H","TBA","TBA","","1 to 6","","","L. Garcia","5","0","",""
"CEE","2996","College Honors","93850","F","H","TBA","TBA","","1 to 6","","","E. Ghazanfari","5","0","",""
"CEE","2996","College Honors","93851","G","H","TBA","TBA","","1 to 6","","","C. Giles","5","0","",""
"CEE","2996","College Honors","93852","H","H","TBA","TBA","","1 to 6","","","E. Hernandez","5","0","",""
"CEE","2996","College Honors","93853","I","H","TBA","TBA","","1 to 6","","","J. Lens","5","0","",""
"CEE","2996","College Honors","93854","J","H","TBA","TBA","","1 to 6","","","B. Mathon","5","0","",""
"CEE","2996","College Honors","93855","K","H","TBA","TBA","","1 to 6","","","G. Pinder","5","0","",""
"CEE","2996","College Honors","93856","L","H","TBA","TBA","","1 to 6","","","D. Porter","5","0","",""
"CEE","2996","College Honors","93857","M","H","TBA","TBA","","1 to 6","","","D. Rizzo","5","0","",""
"CEE","2996","College Honors","93858","N","H","TBA","TBA","","1 to 6","","","D. Rowangould","5","1","",""
"CEE","2996","College Honors","93859","O","H","TBA","TBA","","1 to 6","","","G. Rowangould","5","1","",""
"CEE","2996","College Honors","93860","P","H","TBA","TBA","","1 to 6","","","J. Sangster","5","0","",""
"CEE","2996","College Honors","93861","Q","H","TBA","TBA","","1 to 6","","","M. Scarborough","5","1","",""
"CEE","2996","College Honors","93862","R","H","TBA","TBA","","1 to 6","","","L. Svolos","5","0","",""
"CEE","2996","College Honors","93863","S","H","TBA","TBA","","1 to 6","","","K. Underwood","5","0","",""
"CEE","2996","College Honors","93864","T","H","TBA","TBA","","1 to 6","","","P. Wijesinghe","5","0","",""
"CEE","2996","College Honors","95319","U","H","TBA","TBA","","1 to 6","","","K. Hinkelman","5","0","",""
"CEE","3400","Transportation Systems","90266","A","LEC","14:20","15:10","M W F","3","","","G. Rowangould","50","18","","Engineering major; minimum Sophomore standing; or Instructor permission"
"CEE","3510","Water Quality Engineering","92083","A","LEC","08:30","09:45","T R","3","","","A. Badireddy","50","29","SU","CEE 2120 with a grade of C- or better"
"CEE","3520","Env Eng Chemistry & Microbio","93866","A","LEC","10:50","11:40","M W F","3","","","M. Scarborough","45","22","","CEE 3510 or CEE 3515"
"CEE","3610","Hydraulics Lab","91447","L01","LAB","08:30","10:30","F","2","","","G. Pinder","16","8","",""
"CEE","3610","Hydraulics Lab","91448","L02","LAB","08:30","10:30","W","2","","","G. Pinder","16","13","",""
"CEE","3610","Hydraulics Lab","91449","L03","LAB","08:30","10:30","M","2","","","G. Pinder","16","4","",""
"CEE","3610","Hydraulics Lab","93869","REC","R","13:10","14:00","W","2","","","G. Pinder","48","25","",""
"CEE","3615","Hydraulics for Environ Engnrg","93871","A","LEC","15:30","16:45","M W","3","","","D. Rizzo","48","24","","MATH 2248 ; CEE 1100 with grade C- or better or CEE 1150 with grade C- or better"
"CEE","3800","Geotechnical Engineering","93874","A","LEC","14:50","16:05","T R","3","","","E. Ghazanfari","48","23","","CEE 1150 with grade C- or better or CEE 1100 with grade C- or better"
"CEE","3810","Geotechnical Engineering Lab","93875","L01","LAB","08:30","10:30","W","2","","","E. Ghazanfari","16","13","","CEE 1150 with grade C- or better or CEE 1100 with grade C- or better"
"CEE","3810","Geotechnical Engineering Lab","93876","L02","LAB","08:30","10:30","M","2","","","E. Ghazanfari","16","9","","CEE 1150 with grade C- or better or CEE 1100 with grade C- or better"
"CEE","3810","Geotechnical Engineering Lab","95107","L03","LAB","08:30","10:30","F","2","","","E. Ghazanfari","16","0","","CEE 1150 with grade C- or better or CEE 1100 with grade C- or better"
"CEE","3810","Geotechnical Engineering Lab","95524","REC","R","13:10","14:00","M","2","","","E. Ghazanfari","48","22","","CEE 1150 with grade C- or better or CEE 1100 with grade C- or better"
"CEE","3990","Energy Policy and Economics","95525","A","LEC","11:40","12:55","T R","3","","","E. Doran","40","19","","Senior standing"
"CEE","4450","GIS Sustainable Transport Plan","94498","A","LEC","10:05","11:20","T R","3","","","D. Rowangould","45","25","","CEE 3400 or CEE 3415 or Instructor permission"
"CEE","4570","Solid Waste Engineering","95526","A","LEC","08:30","09:45","T R","3","","","M. Scarborough","45","42","","CEE 2120"
"CEE","4600","Hydrology","92316","A","LEC","14:50","16:05","T R","3","","","A. Bomblies","35","35","",""
"CEE","4650","Ground Water Hydrology","93017","A","LEC","13:15","14:30","T R","3","","","G. Pinder","25","24","","CEE 3600 or CEE 3615"
"CEE","4720","Structural Steel Design","90268","A","LEC","10:05","11:20","T R","3","","","P. Wijesinghe","40","22","","CEE 3700"
"CEE","4950","SL:Capstone Design","92690","A","LEC","15:30","17:30","M W F","3","","","J. Lens","50","49","GC2|SL|SU|WIL2","Civil Engineering, Environmental Engineering, or Engineering Management major; minimum Senior standing"
"CEE","5550","Phys/Chem Proc Water/Wstwater","92385","A","LEC","10:05","11:20","T R","3","","","A. Badireddy","30","5","","Graduate student or Instructor permission; content knowledge of water and wastewater engineering (such as CEE 3510 or CEE 3515 ) assumed"
"CEE","5600","Principles of Hydrology","95773","A","LEC","14:50","16:05","T R","3","","","A. Bomblies","5","5","","Content knowledge of hydraulics/fluid mechanics assumed"
"CEE","5650","Groundwater Hydrolo & Modeling","93879","A","LEC","13:15","14:30","T R","3","","","G. Pinder","10","3","","Content knowledge hydraulics/fluid mechanics is assumed"
"CEE","5660","Climate Change Impacts","95529","A","LEC","16:25","17:40","T R","3","","","A. Bomblies","40","15","","Graduate student or Instructor permission; programming skills (such as in Python or Matlab) and content knowledge of hydraulics/fluid mechanics (such as CEE 3600 , CEE 3615 , or ME 2230 ) assumed"
"CEE","5700","Advanced Structural Analysis","90751","A","LEC","10:50","11:40","M W F","3","","","E. Hernandez","35","18","","Graduate student or Instructor permission; content knowledge of structural analysis (such as CEE 3700 ) assumed"
"CEE","6391","Master's Thesis Research","90920","B","TD","TBA","TBA","","1 to 18","","","A. Bomblies","5","0","",""
"CEE","6391","Master's Thesis Research","90921","C","TD","TBA","TBA","","1 to 18","","","M. Dewoolkar","5","0","",""
"CEE","6391","Master's Thesis Research","90922","D","TD","TBA","TBA","","1 to 18","","","E. Doran","5","0","",""
"CEE","6391","Master's Thesis Research","90923","E","TD","TBA","TBA","","1 to 18","","","J. Faulkner","5","0","",""
"CEE","6391","Master's Thesis Research","90924","F","TD","TBA","TBA","","1 to 18","","","L. Garcia","5","0","",""
"CEE","6391","Master's Thesis Research","90925","H","TD","TBA","TBA","","1 to 18","","","E. Hernandez","5","0","",""
"CEE","6391","Master's Thesis Research","90926","J","TD","TBA","TBA","","1 to 18","","","G. Pinder","5","0","",""
"CEE","6391","Master's Thesis Research","92325","K","TD","TBA","TBA","","1 to 18","","","D. Rizzo","5","1","",""
"CEE","6391","Master's Thesis Research","92562","L","TD","TBA","TBA","","1 to 18","","","D. Rowangould","5","0","",""
"CEE","6391","Master's Thesis Research","92563","N","TD","TBA","TBA","","1 to 18","","","E. Roy","5","0","",""
"CEE","6391","Master's Thesis Research","92564","P","TD","TBA","TBA","","1 to 18","","","L. Svolos","5","0","",""
"CEE","6391","Master's Thesis Research","93215","A","TD","TBA","TBA","","1 to 18","","","A. Badireddy","5","0","",""
"CEE","6391","Master's Thesis Research","93884","G","TD","TBA","TBA","","1 to 18","","","E. Ghazanfari","5","0","",""
"CEE","6391","Master's Thesis Research","93885","I","TD","TBA","TBA","","1 to 18","","","J. Lens","5","0","",""
"CEE","6391","Master's Thesis Research","93886","M","TD","TBA","TBA","","1 to 18","","","G. Rowangould","5","0","",""
"CEE","6391","Master's Thesis Research","93888","O","TD","TBA","TBA","","1 to 18","","","M. Scarborough","5","1","",""
"CEE","6391","Master's Thesis Research","93890","Q","TD","TBA","TBA","","1 to 18","","","K. Underwood","5","0","",""
"CEE","6391","Master's Thesis Research","95532","R","TD","TBA","TBA","","1 to 18","","","K. Hinkelman","5","0","",""
"CEE","6392","Master's Project Research","92018","E","TD","TBA","TBA","","1 to 6","","","J. Faulkner","6","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92472","C","TD","TBA","TBA","","1 to 6","","","M. Dewoolkar","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92666","D","TD","TBA","TBA","","1 to 6","","","E. Doran","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92667","A","TD","TBA","TBA","","1 to 6","","","A. Bomblies","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92668","F","TD","TBA","TBA","","1 to 6","","","L. Garcia","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92669","G","TD","TBA","TBA","","1 to 6","","","E. Ghazanfari","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92670","J","TD","TBA","TBA","","1 to 6","","","G. Pinder","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92671","K","TD","TBA","TBA","","1 to 6","","","D. Rizzo","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92672","L","TD","TBA","TBA","","1 to 6","","","D. Rowangould","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92673","N","TD","TBA","TBA","","1 to 6","","","E. Roy","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","92674","Q","TD","TBA","TBA","","1 to 6","","","K. Underwood","5","1","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","93891","B","TD","TBA","TBA","","1 to 6","","","A. Badireddy","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","93892","H","TD","TBA","TBA","","1 to 6","","","E. Hernandez","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
"CEE","6392","Master's Project Research","93893","I","TD","TBA","TBA","","1 to 6","","","J. Lens","5","0","","Permission of Civil &amp; Environmental Engineering Graduate Coordinator or Civil &amp; Environmental Engineering Department Chair"
